District,Size,Price
Сарыаркинский,98,27000000
Алматинский,37,13000000
Есильский,60,18000000
Есильский,131,67000000
Есильский,105,15000000
Есильский,46,18500000
Алматинский,38,11680000
Есильский,30,13000000
Алматинский,75,26000000
Сарыаркинский,45,12500000
Алматинский,63,19000000
Есильский,98,31000000
Есильский,48,20000000
Сарыаркинский,115,39000000
Сарыаркинский,47,16000000
Есильский,35,10500000
Сарыаркинский,55,13200000
Есильский,98,31000000
Алматинский,76,21000000
Есильский,98,31000000
Сарыаркинский,60,19700000
Сарыаркинский,74,20000000
Алматинский,140,73000000
Алматинский,90,27000000
Алматинский,58,18800000
Есильский,174,73100000
Есильский,95,40000000
Есильский,133,45900000
Алматинский,77,24000000
Алматинский,75,24900000
Есильский,68,25000000
Алматинский,77,24000000
Алматинский,97,34500000
Сарыаркинский,64,19000000
Алматинский,90,28500000
Есильский,85,28000000
Есильский,47,23000000
Сарыаркинский,50,15000000
Сарыаркинский,63,19500000
Есильский,39,17000000
Алматинский,67,38000000
Есильский,78,28500000
Есильский,45,10500000
Есильский,66,24500000
Алматинский,63,23000000
Алматинский,75,21500000
Есильский,84,26800000
Есильский,34,14000000
Есильский,35,11600000
Есильский,46,14500000
Сарыаркинский,53,16500000
Алматинский,67,19000000
Сарыаркинский,67,22000000
Сарыаркинский,59,21000000
Алматинский,63,20000000
Алматинский,62,16900000
Алматинский,120,49999999
Алматинский,77,24500000
Алматинский,70,23000000
Есильский,64,23000000
Алматинский,87,36000000
Алматинский,82,26000000
Алматинский,75,23000000
Алматинский,40,15500000
Алматинский,65,27500000
Есильский,68,18500000
Есильский,98,31000000
Сарыаркинский,52,16000000
Есильский,98,31000000
Сарыаркинский,48,16500000
Сарыаркинский,53,17000000
Алматинский,48,13900000
Есильский,98,31000000
Сарыаркинский,48,16000000
Алматинский,68,18500000
Алматинский,42,14500000
Алматинский,108,39700000
Есильский,40,15700000
Есильский,138,84000000
Есильский,98,31000000
Алматинский,68,22000000
Алматинский,74,21000000
Алматинский,110,26500000
Алматинский,39,16500000
Есильский,125,37000000
Алматинский,46,15500000
Есильский,120,55000000
Сарыаркинский,68,17000000
Есильский,92,28093550
Есильский,80,29500000
Алматинский,88,24500000
Сарыаркинский,71,19000000
Есильский,92,30000000
Сарыаркинский,51,16000000
Сарыаркинский,45,13000000
Алматинский,50,18500000
Сарыаркинский,50,18000000
Алматинский,46,21000000
Алматинский,55,23000000
Алматинский,60,24300000
Алматинский,60,24000000
Есильский,126,39000000
Алматинский,60,24000000
Есильский,69,22659000
Есильский,106,32436000
Есильский,49,24500000
Есильский,64,28000000
Сарыаркинский,36,10500000
Есильский,165,80000000
Есильский,70,29000000
Сарыаркинский,150,34000000
Алматинский,49,15200000
Алматинский,49,15550000
Есильский,67,20100000
Алматинский,48,13800000
Алматинский,95,28000000
Алматинский,90,20000000
Алматинский,36,13000000
Есильский,68,17800000
Есильский,54,17835000
Алматинский,63,14200000
Сарыаркинский,47,11400000
Сарыаркинский,59,19500000
Сарыаркинский,60,18000000
